[0.000000] (-) TimerEvent: {}
[0.000797] (-) JobUnselected: {'identifier': 'robotiq_hardware_tests'}
[0.000808] (-) JobUnselected: {'identifier': 'ros2_control'}
[0.000820] (-) JobUnselected: {'identifier': 'ros2_control_demo_description'}
[0.000831] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_1'}
[0.000843] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_10'}
[0.000854] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_11'}
[0.000865] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_12'}
[0.000876] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_13'}
[0.000888] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_14'}
[0.000899] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_15'}
[0.000911] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_2'}
[0.000922] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_3'}
[0.000939] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_4'}
[0.000951] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_5'}
[0.000962] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_6'}
[0.000974] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_7'}
[0.000985] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_8'}
[0.000996] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_9'}
[0.001008] (-) JobUnselected: {'identifier': 'ros2_control_demo_testing'}
[0.001019] (-) JobUnselected: {'identifier': 'ros2_control_demos'}
[0.001030] (-) JobUnselected: {'identifier': 'ros2_control_test_assets'}
[0.001041] (-) JobUnselected: {'identifier': 'ros2_controllers'}
[0.001052] (-) JobUnselected: {'identifier': 'ros2_controllers_test_nodes'}
[0.001064] (-) JobUnselected: {'identifier': 'ros2controlcli'}
[0.001075] (-) JobUnselected: {'identifier': 'ros_gz'}
[0.001086] (-) JobUnselected: {'identifier': 'ros_gz_bridge'}
[0.001098] (-) JobUnselected: {'identifier': 'ros_gz_image'}
[0.001109] (-) JobUnselected: {'identifier': 'ros_gz_interfaces'}
[0.001121] (-) JobUnselected: {'identifier': 'ros_gz_sim'}
[0.001132] (-) JobUnselected: {'identifier': 'ros_gz_sim_demos'}
[0.001143] (-) JobUnselected: {'identifier': 'ros_ign'}
[0.001160] (-) JobUnselected: {'identifier': 'ros_ign_bridge'}
[0.001172] (-) JobUnselected: {'identifier': 'ros_ign_gazebo'}
[0.001184] (-) JobUnselected: {'identifier': 'ros_ign_gazebo_demos'}
[0.001195] (-) JobUnselected: {'identifier': 'ros_ign_image'}
[0.001206] (-) JobUnselected: {'identifier': 'ros_ign_interfaces'}
[0.001218] (-) JobUnselected: {'identifier': 'rqt_controller_manager'}
[0.001229] (-) JobUnselected: {'identifier': 'rqt_joint_trajectory_controller'}
[0.001241] (-) JobUnselected: {'identifier': 'serial'}
[0.001252] (-) JobUnselected: {'identifier': 'steering_controllers_library'}
[0.001263] (-) JobUnselected: {'identifier': 'test_ros_gz_bridge'}
[0.001274] (-) JobUnselected: {'identifier': 'transmission_interface'}
[0.001285] (-) JobUnselected: {'identifier': 'tricycle_controller'}
[0.001297] (-) JobUnselected: {'identifier': 'tricycle_steering_controller'}
[0.001308] (-) JobUnselected: {'identifier': 'velocity_controllers'}
[0.001320] (-) EventReactorShutdown: {}
