[0.000000] (-) TimerEvent: {}
[0.000623] (-) JobUnselected: {'identifier': 'pid_controller'}
[0.000636] (-) JobUnselected: {'identifier': 'pose_broadcaster'}
[0.000649] (-) JobUnselected: {'identifier': 'position_controllers'}
[0.000662] (-) JobUnselected: {'identifier': 'pymoveit2'}
[0.000674] (-) JobUnselected: {'identifier': 'range_sensor_broadcaster'}
[0.000687] (-) JobUnselected: {'identifier': 'realtime_tools'}
[0.000700] (-) JobUnselected: {'identifier': 'robotiq_controllers'}
[0.000713] (-) JobUnselected: {'identifier': 'robotiq_description'}
[0.000725] (-) JobUnselected: {'identifier': 'robotiq_driver'}
[0.000738] (-) JobUnselected: {'identifier': 'robotiq_hardware_tests'}
[0.000751] (-) JobUnselected: {'identifier': 'ros2_control'}
[0.000764] (-) JobUnselected: {'identifier': 'ros2_control_demo_description'}
[0.000778] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_1'}
[0.000791] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_10'}
[0.000804] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_11'}
[0.000817] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_12'}
[0.000829] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_13'}
[0.000842] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_14'}
[0.000855] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_15'}
[0.000868] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_2'}
[0.000881] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_3'}
[0.000894] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_4'}
[0.001099] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_5'}
[0.001212] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_6'}
[0.001237] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_7'}
[0.001257] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_8'}
[0.001270] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_9'}
[0.001283] (-) JobUnselected: {'identifier': 'ros2_control_demo_testing'}
[0.001296] (-) JobUnselected: {'identifier': 'ros2_control_demos'}
[0.001309] (-) JobUnselected: {'identifier': 'ros2_control_test_assets'}
[0.001322] (-) JobUnselected: {'identifier': 'ros2_controllers'}
[0.001335] (-) JobUnselected: {'identifier': 'ros2_controllers_test_nodes'}
[0.001347] (-) JobUnselected: {'identifier': 'ros2controlcli'}
[0.001360] (-) JobUnselected: {'identifier': 'ros_gz'}
[0.001373] (-) JobUnselected: {'identifier': 'ros_gz_bridge'}
[0.001386] (-) JobUnselected: {'identifier': 'ros_gz_image'}
[0.001399] (-) JobUnselected: {'identifier': 'ros_gz_interfaces'}
[0.001411] (-) JobUnselected: {'identifier': 'ros_gz_sim'}
[0.001424] (-) JobUnselected: {'identifier': 'ros_gz_sim_demos'}
[0.001437] (-) JobUnselected: {'identifier': 'ros_ign'}
[0.001450] (-) JobUnselected: {'identifier': 'ros_ign_bridge'}
[0.001474] (-) JobUnselected: {'identifier': 'ros_ign_gazebo'}
[0.001487] (-) JobUnselected: {'identifier': 'ros_ign_gazebo_demos'}
[0.001521] (-) JobUnselected: {'identifier': 'ros_ign_image'}
[0.001535] (-) JobUnselected: {'identifier': 'ros_ign_interfaces'}
[0.001549] (-) JobUnselected: {'identifier': 'rqt_controller_manager'}
[0.001579] (-) JobUnselected: {'identifier': 'rqt_joint_trajectory_controller'}
[0.001594] (-) JobUnselected: {'identifier': 'serial'}
[0.001607] (-) JobUnselected: {'identifier': 'steering_controllers_library'}
[0.001620] (-) JobUnselected: {'identifier': 'test_ros_gz_bridge'}
[0.001633] (-) JobUnselected: {'identifier': 'transmission_interface'}
[0.001646] (-) JobUnselected: {'identifier': 'tricycle_controller'}
[0.001658] (-) JobUnselected: {'identifier': 'tricycle_steering_controller'}
[0.001672] (-) JobUnselected: {'identifier': 'velocity_controllers'}
[0.001689] (lab_quaternion) JobQueued: {'identifier': 'lab_quaternion', 'dependencies': OrderedDict()}
[0.001707] (lab_quaternion) JobStarted: {'identifier': 'lab_quaternion'}
[0.099048] (-) TimerEvent: {}
[0.199281] (-) TimerEvent: {}
[0.299635] (-) TimerEvent: {}
[0.399882] (-) TimerEvent: {}
[0.500085] (-) TimerEvent: {}
[0.600331] (-) TimerEvent: {}
[0.700597] (-) TimerEvent: {}
[0.800878] (-) TimerEvent: {}
