[0.000000] (-) TimerEvent: {}
[0.000780] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_14'}
[0.000792] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_15'}
[0.000805] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_2'}
[0.000817] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_3'}
[0.000829] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_4'}
[0.000983] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_5'}
[0.000997] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_6'}
[0.001009] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_7'}
[0.001021] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_8'}
[0.001033] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_9'}
[0.001046] (-) JobUnselected: {'identifier': 'ros2_control_demo_testing'}
[0.001063] (-) JobUnselected: {'identifier': 'ros2_control_demos'}
[0.001133] (-) JobUnselected: {'identifier': 'ros2_control_test_assets'}
[0.001146] (-) JobUnselected: {'identifier': 'ros2_controllers'}
[0.001158] (-) JobUnselected: {'identifier': 'ros2_controllers_test_nodes'}
[0.001171] (-) JobUnselected: {'identifier': 'ros2controlcli'}
[0.001183] (-) JobUnselected: {'identifier': 'ros_gz'}
[0.001195] (-) JobUnselected: {'identifier': 'ros_gz_bridge'}
[0.001207] (-) JobUnselected: {'identifier': 'ros_gz_image'}
[0.001219] (-) JobUnselected: {'identifier': 'ros_gz_interfaces'}
[0.001232] (-) JobUnselected: {'identifier': 'ros_gz_sim'}
[0.001244] (-) JobUnselected: {'identifier': 'ros_gz_sim_demos'}
[0.001256] (-) JobUnselected: {'identifier': 'ros_ign'}
[0.001268] (-) JobUnselected: {'identifier': 'ros_ign_bridge'}
[0.001286] (-) JobUnselected: {'identifier': 'ros_ign_gazebo'}
[0.001298] (-) JobUnselected: {'identifier': 'ros_ign_gazebo_demos'}
[0.001310] (-) JobUnselected: {'identifier': 'ros_ign_image'}
[0.001323] (-) JobUnselected: {'identifier': 'ros_ign_interfaces'}
[0.001335] (-) JobUnselected: {'identifier': 'rqt_controller_manager'}
[0.001347] (-) JobUnselected: {'identifier': 'rqt_joint_trajectory_controller'}
[0.001359] (-) JobUnselected: {'identifier': 'serial'}
[0.001371] (-) JobUnselected: {'identifier': 'steering_controllers_library'}
[0.001383] (-) JobUnselected: {'identifier': 'test_ros_gz_bridge'}
[0.001395] (-) JobUnselected: {'identifier': 'transmission_interface'}
[0.001408] (-) JobUnselected: {'identifier': 'tricycle_controller'}
[0.001420] (-) JobUnselected: {'identifier': 'tricycle_steering_controller'}
[0.001432] (-) JobUnselected: {'identifier': 'velocity_controllers'}
[0.001446] (lab_quaternion) JobQueued: {'identifier': 'lab_quaternion', 'dependencies': OrderedDict()}
[0.001462] (lab_quaternion) JobStarted: {'identifier': 'lab_quaternion'}
[0.099260] (-) TimerEvent: {}
[0.199508] (-) TimerEvent: {}
[0.299780] (-) TimerEvent: {}
[0.400029] (-) TimerEvent: {}
[0.500244] (-) TimerEvent: {}
[0.600499] (-) TimerEvent: {}
[0.700754] (-) TimerEvent: {}
